adjustment_ratio,adjustment_type,ann_type,avg_price_1d,avg_price_20d,bond_code,bond_name,delisting_date,doc_id,effective_date,evidence_page,evidence_text,last_convert_date,new_conv_price,notes,original_conv_price,premium_rate,pricing_base_date,publish_date,record_date,redemption_price,redemption_trigger,stock_code,stock_name,trigger_rule
,,下修类公告,,,123064,万孚转债,,2c51a22dc39055c4,,,证券代码：300482 证券简称：万孚生物 债券代码：123064 债券简称：万孚转债 转股价格：人民币27.00元/股 转股时间：2021年3月8日至2026年8月31日 根据《广州万孚生物技术股份有限公司向不特定对象发行可转换公司债券募集说明书》中相关约定：在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。,,,,,,,,,,,300482,万孚生物,在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。
,,强赎类公告,,,148093,22光控01,,2cefb6e37ba68a67,,,公司决定放弃行使发行人调整票面利率选择权，并行使本期债券的发行人赎回选择权，对赎回登记日登记在册的“22光控01”进行全额赎回。赎回价格：人民币103.43元/张（含当期利息，且当期利息含税）。,,,,,,,,,103.43元/张,,,,发行人赎回选择权
,,下修类公告,,,127062,垒知转债,,30845e746ac50608,,,自2026年3月19日至2026年4月1日，公司股票在连续30个交易日中已有10个交易日的收盘价低于当期转股价格的85%，预计触发转股价格向下修正条件。转股价格：7.59元/股。,,,,,,,,,,,002398,垒知集团,连续30个交易日中至少有10个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,113670,金23转债,,30b7b208c8914e64,,,自2026年2月28日至2026年3月13日，公司股票已有十个交易日的收盘价低于当期转股价格的80%（30.11元/股），若未来二十个交易日内有五个交易日公司股票收盘价低于转股价的80%，将触发“金23转债”转股价格的向下修正条款。在本次发行的可转换公司债券期满后五个交易日内，公司将按债券面值的115.00%（含最后一期利息）的价格赎回全部未转股的可转换公司债券。,,,,37.64,,,2026-03-14,,115.00,,603180,金牌家居,在本次发行的可转换公司债券存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会表决。
,,下修类公告,,,113693,志邦转债,,30f18f27273a6ecb,,,自2026年3月4日至2026年4月13日，公司股票在连续30个交易日内已有15个交易日收盘价格低于“志邦转债”当期转股价的80%（即9.21元/股），触发了“志邦转债”的转股价格修正条款。公司董事会决定本次不向下修正“志邦转债”的转股价格。,,,,11.52,,,2026-04-13,,,,603801,志邦家居,在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的80%
,,强赎类公告,,,148300,23广资01,,3220aeee5052fef9,,,赎回价格：人民币103.18元/张（含当期利息，且当期利息含税）。公司决定行使“23广资01”发行人赎回选择权，对赎回登记日登记在册的“23广资01”进行全额赎回。,,,,,,,,,103.18元/张,,,,根据《广州资产管理有限公司2023年面向专业投资者公开发行公司债券（第一期）募集说明书》中有关“23广资01”票面利率调整选择权和赎回选择权的条款约定，以及公司实际情况、当前市场环境，公司决定放弃行使发行人调整票面利率选择权，并行使本期债券的发行人赎回选择权
,,强赎类公告,,,21银河Y2,中国银河证券股份有限公司公开发行2021年永续次级债券（第二期）,,323a6fd32edbf518,,,公司决定行使21银河Y2发行人赎回权，即全部赎回21银河Y2。,,,,,,,2026-03-14,,按面值加应付利息（包括所有递延支付的利息及其孳息）,,601881,中国银河,于21银河Y2第五个和其后每个付息日，发行人有权按面值加应付利息（包括所有递延支付的利息及其孳息）赎回21银河Y2。
,,下修类公告,,,127059,永东转2,,3292ace3fc366b34,,,截至2026年4月24日，公司股票已出现连续二十个交易日中至少有十个交易日的收盘价低于当期转股价格的90%（即7.344元/股）的情形，已触发“永东转2”转股价格向下修正条款。公司董事会决定本次不向下修正“永东转2”的转股价格，且在未来六个月内如再次触发亦不提出向下修正方案。,,,,8.16,,,2026-04-24,,,,002753,山西永东化工股份有限公司,当公司股票在任意连续二十个交易日中至少有十个交易日的收盘价低于当期转股价格的90%时
,,下修类公告,,,123104,卫宁转债,,32aa4873314cd3f9,2026-03-30,,公司董事会决定将“卫宁转债”的转股价格由17.31元/股向下修正为9.43元/股，修正后的转股价格自2026年3月30日起生效。,,9.43,,17.31,,,,,,,300253,卫宁健康,连续三十个交易日中至少十五个交易日的收盘价低于当期转股价格的85%
,,下修类公告,,,123266,博士转债,,334d06f864bf890e,,,截至2026年4月10日，公司股票已经出现在任意连续三十个交易日中至少有十五个交易日的收盘价低于“博士转债”当期转股价格的85%的情形，触及“博士转债”转股价格向下修正条款。公司董事会决定本次不行使“博士转债”的转股价格向下修正的权利，且在未来六个月内如再次触发亦不提出向下修正方案。,,,,30.43,,,2026-04-10,,,,300622,博士眼镜,在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%
,,强赎类公告,,,123126,瑞丰转债,,33d8149824f14d86,,,赎回价格：102.532元/张（债券面值加当期应计利息，当期年利率为3.5%，且当期利息含税）；在本次发行的可转换公司债券转股期内，如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）,,,,,,,,,102.532,,300243,瑞丰高材,在本次发行的可转换公司债券转股期内，如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）
,,下修类公告,,,128119,龙大转债,,33e3702ee1867cbf,,,截至2026年1月19日，公司股票已有五个交易日低于当期转股价格的90%（即8.37元/股），预计触发可转债转股价格向下修正条件。,,,,9.30,,,2026-01-19,,,,002726,龙大美食,在本次发行的可转债存续期间，当公司A股股票在任意连续二十个交易日中有十个交易日的收盘价低于当期转股价格的90%时，公司董事会有权提出转股价格向下修正方案并提交公司股东大会审议表决。
,,下修类公告,,,128138,侨银转债,,34080219ab22ade9,2026-03-20,,原转股价格：17.90元/股；调整后转股价格：14.64元/股；新转股价实行日期：2026年3月20日；自2026年2月2日至2026年3月3日，公司股票在任意连续30个交易日中至少有15个交易日的收盘价格低于当期转股价格的85%，已触发“侨银转债”转股价格的向下修正条款。,,14.64元/股,,17.90元/股,,,,,,,002973,侨银股份,自2026年2月2日至2026年3月3日，公司股票在任意连续30个交易日中至少有15个交易日的收盘价格低于当期转股价格的85%
,,下修类公告,,,123214,东宝转债,,36c47a86423d01b4,,,自2026年4月16日至2026年4月29日，公司股票已有十个交易日的收盘价低于当期转股价格6.63元/股的90%，预计将触发“东宝转债”转股价格向下修正条件。,,,,6.63,,,2026-04-29,,,,300239,东宝生物,在本次发行的可转换公司债券存续期间，当公司A股股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的90%时
,,下修类公告,,,118018,瑞科转债,,36dc089a0ce95383,2026-04-14,,修正前转股价格：30.91元/股；修正后转股价格：21.00元/股；转股价格调整实施日期：2026年4月14日；公司董事会同意将“瑞科转债”的转股价格由30.91元/股向下修正为21.00元/股，修正后的“瑞科转债”转股价格自2026年4月14日起生效。,,21.0,,30.91,,,2026-04-11,,,,688323,瑞华泰,在本次发行的可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,,下修类公告,,,127050,麒麟转债,,3997191c093ee68f,,,"{'trigger_rule': '截至2026年5月29日，青岛森麒麟轮胎股份有限公司（以下简称“公司”）股票已出现在任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格85%的情形，已触发“麒麟转债”转股价格向下修正条件。', 'publish_date': None, 'original_conv_price': None, 'new_conv_price': None, 'effective_date': None, 'redemption_price': None}",,,,,,,,,,,002984,森麒麟,任意连续30个交易日中至少有15个交易日的收盘价低于当期转股价格85%
,,下修类公告,,,127098,欧晶转债,,5bf56f963ab3be0e,,,自2026年4月2日至2026年4月23日，公司股票已有十五个交易日的收盘价格低于当期转股价格42.00元/股的85%，已触发“欧晶转债”转股价格向下修正条款。2026年4月23日，经公司第四届董事会第十七次会议审议，董事会决定本次不向下修正转股价格，同时在本次董事会审议通过次一交易日2026年4月24日起至2026年6月1日如果再次触发“欧晶转债”转股价格向下修正条款，亦不提出向下修正方案。,,,,42.0,,,2026-04-23,,,,001269,欧晶科技,在本次可转债存续期间，当公司股票在任意连续三十个交易日中至少有十五个交易日的收盘价低于当期转股价格的85%时
,,下修类公告,,,123071,天能转债,,5c1850408d069479,,,转股价格：6.70元/股；股票自2025年12月18日至2025年12月24日已有5个交易日的收盘价格低于当期转股价格的90%；根据2025年12月17日公司2025年第二次临时股东会及第五届董事会第十六次会议决议，转股价格向下修正为6.70元/股；2024年6月18日，公司实施2023年度权益分派，天能转债的转股价格将由7.54元/股调整为7.47元/股。,,6.70,,7.47,,,2025-12-24,,,,300569,天能重工,股票收盘价格低于当期转股价格的90%
,,强赎类公告,,,148064,22越控02,,5cf11a9f52cca5be,2025-09-16,,公司决定放弃行使发行人调整票面利率选择权，并行使本期债券的发行人赎回选择权，对赎回登记日登记在册的“22越控02”进行全额赎回。赎回价格：人民币102.67元/张（含当期利息，且当期利息含税）。赎回资金到账日：2025年9月16日。,,,,,,,,,102.67元/张,,,,根据《广州越秀金融控股集团股份有限公司 2022年面向专业投资者公开发行公司债券（第二期）募集说明书》中有关“22越控02”票面利率调整选择权和赎回选择权的条款约定
,,强赎类公告,,,148064,22越控02,,5d0b04981709fc5e,,,根据《广州越秀金融控股集团股份有限公司 2022年面向专业投资者公开发行公司债券（第二期）募集说明书 》中有关 “22越控 02”票面利率调整选择权和赎回选择权 的条款约定，以及公司实际情况、当前市场环境，公司决定放弃行使发行人调整票面利率选择权，并行使本期债券的发行人赎回选择权，对赎回登记日登记在册的“ 22越控 02”进行全额赎回。赎回价格：人民币 102.67元/张（含当期利息，且当期利息含税）。,,,,,,,,,102.67元/张,,,广州越秀资本控股集团股份有限公司,发行人有权决定在本期债券品种一存续期的第3年末赎回本期债券品种一全部或部分未偿份额
